"log_s"
"I0506 15:59:54.853700       1 wrap.go:47] GET /apis/rbac.authorization.k8s.io/v1/clusterrolebindings/system:discovery: (2.47186ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.9.31:46074]
"
"I0506 15:59:54.858899       1 wrap.go:47] GET /api/v1/namespaces/kube-system/serviceaccounts/tunnelfront: (2.495261ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.9.31:46074]
"
"I0506 15:59:54.863209       1 wrap.go:47] GET /apis/rbac.authorization.k8s.io/v1/namespaces/kube-system/rolebindings/tunnelfront: (4.434485ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:54.869034       1 wrap.go:47] GET /apis/rbac.authorization.k8s.io/v1/namespaces/kube-system/rolebindings/tunnelfront: (3.464223ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.9.31:46074]
"
"I0506 15:59:54.872367       1 wrap.go:47] GET /apis/rbac.authorization.k8s.io/v1beta1/namespaces/kube-system/rolebindings/node-view: (2.491561ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:54.879426       1 wrap.go:47] GET /apis/rbac.authorization.k8s.io/v1beta1/namespaces/kube-system/rolebindings/node-view: (4.133367ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.9.31:46074]
"
"I0506 15:59:54.888398       1 wrap.go:47] GET /api/v1/namespaces/kube-system/configmaps?labelSelector=kubernetes.io%2Fcluster-service%21%3Dtrue%2Caddonmanager.kubernetes.io%2Fmode%3DReconcile: (4.777208ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.9.31:46074]
"
"I0506 15:59:54.891764       1 wrap.go:47] GET /api/v1/namespaces/kube-system/endpoints?labelSelector=kubernetes.io%2Fcluster-service%21%3Dtrue%2Caddonmanager.kubernetes.io%2Fmode%3DReconcile: (2.732076ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.9.31:46074]
"
"I0506 15:59:54.892643       1 wrap.go:47] GET /apis/rbac.authorization.k8s.io/v1/clusterroles/system:azure-cloud-provider: (2.039231ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:54.895075       1 wrap.go:47] GET /api/v1/namespaces/kube-system/persistentvolumeclaims?labelSelector=kubernetes.io%2Fcluster-service%21%3Dtrue%2Caddonmanager.kubernetes.io%2Fmode%3DReconcile: (2.690273ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.9.31:46074]
"
"I0506 15:59:54.900445       1 wrap.go:47] GET /api/v1/namespaces/kube-system/pods?labelSelector=kubernetes.io%2Fcluster-service%21%3Dtrue%2Caddonmanager.kubernetes.io%2Fmode%3DReconcile: (4.731005ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.9.31:46074]
"
"I0506 15:59:54.902059       1 wrap.go:47] GET /apis/rbac.authorization.k8s.io/v1/clusterrolebindings/system:azure-cloud-provider: (5.208235ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:54.904006       1 wrap.go:47] GET /api/v1/namespaces/kube-system/replicationcontrollers?labelSelector=kubernetes.io%2Fcluster-service%21%3Dtrue%2Caddonmanager.kubernetes.io%2Fmode%3DReconcile: (2.621369ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.9.31:46074]
"
"I0506 15:59:54.912387       1 wrap.go:47] GET /api/v1/namespaces/kube-system/secrets?labelSelector=kubernetes.io%2Fcluster-service%21%3Dtrue%2Caddonmanager.kubernetes.io%2Fmode%3DReconcile: (7.649393ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.9.31:46074]
"
"I0506 15:59:54.914343       1 wrap.go:47] GET /apis/rbac.authorization.k8s.io/v1beta1/clusterroles/system:azure-cloud-provider-secret-getter: (9.936541ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:54.916623       1 wrap.go:47] GET /api/v1/namespaces/kube-system/services?labelSelector=kubernetes.io%2Fcluster-service%21%3Dtrue%2Caddonmanager.kubernetes.io%2Fmode%3DReconcile: (3.628034ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.9.31:46074]
"
"I0506 15:59:54.921320       1 wrap.go:47] GET /apis/rbac.authorization.k8s.io/v1/clusterrolebindings/system:azure-cloud-provider-secret-getter: (3.124601ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:54.921790       1 wrap.go:47] GET /apis/batch/v1/namespaces/kube-system/jobs?labelSelector=kubernetes.io%2Fcluster-service%21%3Dtrue%2Caddonmanager.kubernetes.io%2Fmode%3DReconcile: (4.571495ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.9.31:46074]
"
"I0506 15:59:54.925499       1 wrap.go:47] GET /apis/batch/v1beta1/namespaces/kube-system/cronjobs?labelSelector=kubernetes.io%2Fcluster-service%21%3Dtrue%2Caddonmanager.kubernetes.io%2Fmode%3DReconcile: (3.0927ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.9.31:46074]
"
"I0506 15:59:54.927129       1 wrap.go:47] GET /apis/rbac.authorization.k8s.io/v1/clusterroles/container-health-log-reader: (2.656671ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:54.930075       1 wrap.go:47] GET /apis/apps/v1/namespaces/kube-system/daemonsets?labelSelector=kubernetes.io%2Fcluster-service%21%3Dtrue%2Caddonmanager.kubernetes.io%2Fmode%3DReconcile: (3.924753ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.9.31:46074]
"
"I0506 15:59:54.932883       1 wrap.go:47] GET /apis/rbac.authorization.k8s.io/v1/clusterrolebindings/container-health-read-logs-global: (2.511162ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:54.938836       1 wrap.go:47] GET /api/v1/namespaces/kube-system/serviceaccounts/coredns-autoscaler: (3.209007ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:54.947477       1 wrap.go:47] GET /apis/rbac.authorization.k8s.io/v1/clusterroles/system:coredns-autoscaler: (2.344851ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:54.953208       1 wrap.go:47] GET /apis/rbac.authorization.k8s.io/v1/clusterrolebindings/system:coredns-autoscaler: (2.510261ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:54.966207       1 wrap.go:47] GET /apis/rbac.authorization.k8s.io/v1beta1/clusterroles/system:coredns: (3.129502ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:54.971576       1 wrap.go:47] GET /apis/rbac.authorization.k8s.io/v1beta1/clusterrolebindings/system:coredns: (2.678273ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:54.985222       1 wrap.go:47] GET /apis/policy/v1beta1/namespaces/kube-system/poddisruptionbudgets/coredns-pdb: (2.361652ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:54.999628       1 wrap.go:47] GET /api/v1/namespaces/kube-system/endpoints/kube-controller-manager?timeout=10s: (2.389554ms) 200 [hyperkube/v1.15.10 (linux/amd64) kubernetes/059c666/leader-election 172.31.9.19:38452]
"
"I0506 15:59:55.004759       1 wrap.go:47] PUT /api/v1/namespaces/kube-system/endpoints/kube-controller-manager?timeout=10s: (4.04026ms) 200 [hyperkube/v1.15.10 (linux/amd64) kubernetes/059c666/leader-election 172.31.9.19:38452]
"
"I0506 15:59:55.008421       1 wrap.go:47] GET /api/v1/namespaces/kube-system/serviceaccounts/kube-proxy: (2.597468ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:55.014747       1 wrap.go:47] GET /apis/rbac.authorization.k8s.io/v1beta1/clusterrolebindings/system:kube-proxy: (2.540864ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:55.027508       1 wrap.go:47] GET /apis/rbac.authorization.k8s.io/v1beta1/namespaces/kube-system/roles/kubernetes-dashboard-minimal: (2.679372ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:55.040508       1 wrap.go:47] GET /apis/rbac.authorization.k8s.io/v1beta1/namespaces/kube-system/rolebindings/kubernetes-dashboard-minimal: (8.808468ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:55.063403       1 wrap.go:47] GET /apis/rbac.authorization.k8s.io/v1/clusterrolebindings/system:aks-client-nodes: (2.830382ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:55.071181       1 wrap.go:47] GET /apis/rbac.authorization.k8s.io/v1/clusterrolebindings/system:aks-client-node-proxier: (2.825982ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:55.088053       1 wrap.go:47] GET /apis/apps/v1/namespaces/kube-system/deployments?labelSelector=kubernetes.io%2Fcluster-service%21%3Dtrue%2Caddonmanager.kubernetes.io%2Fmode%3DReconcile: (4.172369ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.9.31:46074]
"
"I0506 15:59:55.099096       1 wrap.go:47] GET /api/v1/namespaces/kube-system: (2.463159ms) 200 [hyperkube/v1.15.10 (linux/amd64) kubernetes/059c666 127.0.0.1:43814]
"
"I0506 15:59:55.101906       1 wrap.go:47] GET /api/v1/namespaces/kube-public: (2.272447ms) 200 [hyperkube/v1.15.10 (linux/amd64) kubernetes/059c666 127.0.0.1:43814]
"
"I0506 15:59:55.104485       1 wrap.go:47] GET /api/v1/namespaces/kube-node-lease: (2.189641ms) 200 [hyperkube/v1.15.10 (linux/amd64) kubernetes/059c666 127.0.0.1:43814]
"
"I0506 15:59:55.110583       1 wrap.go:47] GET /apis/scheduling.k8s.io/v1beta1/priorityclasses/high-priority: (3.185105ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:55.115267       1 wrap.go:47] PATCH /apis/scheduling.k8s.io/v1beta1/priorityclasses/high-priority: (3.612433ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:55.121929       1 wrap.go:47] GET /apis/scheduling.k8s.io/v1beta1/priorityclasses/addon-priority: (3.771043ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:55.127186       1 wrap.go:47] PATCH /apis/scheduling.k8s.io/v1beta1/priorityclasses/addon-priority: (4.079463ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:55.149915       1 wrap.go:47] GET /apis/rbac.authorization.k8s.io/v1/clusterrolebindings/system:discovery: (2.796181ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:55.164906       1 wrap.go:47] GET /api/v1/namespaces/kube-system/serviceaccounts/tunnelfront: (2.647071ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:55.177989       1 wrap.go:47] GET /apis/rbac.authorization.k8s.io/v1/namespaces/kube-system/rolebindings/tunnelfront: (4.260575ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:55.187381       1 wrap.go:47] GET /apis/rbac.authorization.k8s.io/v1beta1/namespaces/kube-system/rolebindings/node-view: (3.222807ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:55.197571       1 wrap.go:47] GET /api/v1/namespaces/kube-system/configmaps?labelSelector=kubernetes.io%2Fcluster-service%21%3Dtrue%2Caddonmanager.kubernetes.io%2Fmode%3DReconcile: (4.18577ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:55.208217       1 wrap.go:47] GET /api/v1/namespaces/kube-system/endpoints?labelSelector=kubernetes.io%2Fcluster-service%21%3Dtrue%2Caddonmanager.kubernetes.io%2Fmode%3DReconcile: (8.586753ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:55.212413       1 wrap.go:47] GET /api/v1/namespaces/kube-system/persistentvolumeclaims?labelSelector=kubernetes.io%2Fcluster-service%21%3Dtrue%2Caddonmanager.kubernetes.io%2Fmode%3DReconcile: (3.155704ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:55.217248       1 wrap.go:47] GET /api/v1/namespaces/kube-system/pods?labelSelector=kubernetes.io%2Fcluster-service%21%3Dtrue%2Caddonmanager.kubernetes.io%2Fmode%3DReconcile: (3.841348ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:55.221331       1 wrap.go:47] GET /api/v1/namespaces/kube-system/replicationcontrollers?labelSelector=kubernetes.io%2Fcluster-service%21%3Dtrue%2Caddonmanager.kubernetes.io%2Fmode%3DReconcile: (3.135502ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:55.229201       1 wrap.go:47] GET /api/v1/namespaces/kube-system/secrets?labelSelector=kubernetes.io%2Fcluster-service%21%3Dtrue%2Caddonmanager.kubernetes.io%2Fmode%3DReconcile: (6.810838ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:55.232916       1 wrap.go:47] GET /api/v1/namespaces/kube-system/services?labelSelector=kubernetes.io%2Fcluster-service%21%3Dtrue%2Caddonmanager.kubernetes.io%2Fmode%3DReconcile: (2.614969ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:55.236652       1 wrap.go:47] GET /apis/batch/v1/namespaces/kube-system/jobs?labelSelector=kubernetes.io%2Fcluster-service%21%3Dtrue%2Caddonmanager.kubernetes.io%2Fmode%3DReconcile: (2.694474ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:55.240234       1 wrap.go:47] GET /apis/batch/v1beta1/namespaces/kube-system/cronjobs?labelSelector=kubernetes.io%2Fcluster-service%21%3Dtrue%2Caddonmanager.kubernetes.io%2Fmode%3DReconcile: (2.410355ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:55.248608       1 wrap.go:47] GET /apis/apps/v1/namespaces/kube-system/daemonsets?labelSelector=kubernetes.io%2Fcluster-service%21%3Dtrue%2Caddonmanager.kubernetes.io%2Fmode%3DReconcile: (7.390176ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:55.287959       1 wrap.go:47] GET /apis/apps/v1/namespaces/kube-system/replicasets?labelSelector=kubernetes.io%2Fcluster-service%21%3Dtrue%2Caddonmanager.kubernetes.io%2Fmode%3DReconcile: (4.045861ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.9.31:46074]
"
"I0506 15:59:55.398497       1 wrap.go:47] GET /apis/apps/v1/namespaces/kube-system/deployments?labelSelector=kubernetes.io%2Fcluster-service%21%3Dtrue%2Caddonmanager.kubernetes.io%2Fmode%3DReconcile: (4.873014ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:55.487622       1 wrap.go:47] GET /apis/apps/v1/namespaces/kube-system/statefulsets?labelSelector=kubernetes.io%2Fcluster-service%21%3Dtrue%2Caddonmanager.kubernetes.io%2Fmode%3DReconcile: (3.844548ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.9.31:46074]
"
"I0506 15:59:55.537126       1 wrap.go:47] GET /api/v1/nodes/aks-agentpool-36604997-vmss000001?resourceVersion=0&timeout=10s: (1.165875ms) 200 [kubelet/v1.15.10 (linux/amd64) kubernetes/059c666 13.86.61.37:2049]
"
"I0506 15:59:55.596600       1 wrap.go:47] GET /apis/apps/v1/namespaces/kube-system/replicasets?labelSelector=kubernetes.io%2Fcluster-service%21%3Dtrue%2Caddonmanager.kubernetes.io%2Fmode%3DReconcile: (3.269511ms) 200 [kubectl/v1.13.2 (linux/amd64) kubernetes/cff46ab 172.31.7.42:45448]
"
"I0506 15:59:55.678632       1 wrap.go:47] GET /api?timeout=32s: (895.557µs) 200 [hyperkube/v1.15.10 (linux/amd64) kubernetes/059c666/system:serviceaccount:kube-system:resourcequota-controller 172.31.9.19:38476]
"
"I0506 15:59:55.679560       1 wrap.go:47] GET /apis?timeout=32s: (324.321µs) 200 [hyperkube/v1.15.10 (linux/amd64) kubernetes/059c666/system:serviceaccount:kube-system:resourcequota-controller 172.31.9.19:38476]
"
"I0506 15:59:55.680873       1 wrap.go:47] GET /apis/batch/v1?timeout=32s: (384.025µs) 200 [hyperkube/v1.15.10 (linux/amd64) kubernetes/059c666/system:serviceaccount:kube-system:resourcequota-controller 172.31.9.19:38476]
"
"I0506 15:59:55.680998       1 wrap.go:47] GET /apis/storage.k8s.io/v1beta1?timeout=32s: (361.123µs) 200 [hyperkube/v1.15.10 (linux/amd64) kubernetes/059c666/system:serviceaccount:kube-system:resourcequota-controller 172.31.9.19:38476]
"
"I0506 15:59:55.681064       1 wrap.go:47] GET /api/v1?timeout=32s: (563.336µs) 200 [hyperkube/v1.15.10 (linux/amd64) kubernetes/059c666/system:serviceaccount:kube-system:resourcequota-controller 172.31.9.19:38476]
"
"I0506 15:59:55.681080       1 wrap.go:47] GET /apis/admissionregistration.k8s.io/v1beta1?timeout=32s: (304.819µs) 200 [hyperkube/v1.15.10 (linux/amd64) kubernetes/059c666/system:serviceaccount:kube-system:resourcequota-controller 172.31.9.19:38476]
"
"I0506 15:59:55.681811       1 wrap.go:47] GET /apis/coordination.k8s.io/v1?timeout=32s: (364.724µs) 200 [hyperkube/v1.15.10 (linux/amd64) kubernetes/059c666/system:serviceaccount:kube-system:resourcequota-controller 172.31.9.19:38476]
"
"I0506 15:59:55.681923       1 wrap.go:47] GET /apis/apiregistration.k8s.io/v1?timeout=32s: (370.724µs) 200 [hyperkube/v1.15.10 (linux/amd64) kubernetes/059c666/system:serviceaccount:kube-system:resourcequota-controller 172.31.9.19:38476]
"
"I0506 15:59:55.682017       1 wrap.go:47] GET /apis/apps/v1?timeout=32s: (331.722µs) 200 [hyperkube/v1.15.10 (linux/amd64) kubernetes/059c666/system:serviceaccount:kube-system:resourcequota-controller 172.31.9.19:38476]
"
"I0506 15:59:55.682046       1 wrap.go:47] GET /apis/certificates.k8s.io/v1beta1?timeout=32s: (318.521µs) 200 [hyperkube/v1.15.10 (linux/amd64) kubernetes/059c666/system:serviceaccount:kube-system:resourcequota-controller 172.31.9.19:38476]
"
"I0506 15:59:55.682105       1 wrap.go:47] GET /apis/events.k8s.io/v1beta1?timeout=32s: (301.42µs) 200 [hyperkube/v1.15.10 (linux/amd64) kubernetes/059c666/system:serviceaccount:kube-system:resourcequota-controller 172.31.9.19:38476]
"
"I0506 15:59:55.682383       1 wrap.go:47] GET /apis/apiextensions.k8s.io/v1beta1?timeout=32s: (429.327µs) 200 [hyperkube/v1.15.10 (linux/amd64) kubernetes/059c666/system:serviceaccount:kube-system:resourcequota-controller 172.31.9.19:38476]
"
"I0506 15:59:55.682411       1 wrap.go:47] GET /apis/scheduling.k8s.io/v1?timeout=32s: (366.223µs) 200 [hyperkube/v1.15.10 (linux/amd64) kubernetes/059c666/system:serviceaccount:kube-system:resourcequota-controller 172.31.9.19:38476]
"
"I0506 15:59:55.682494       1 wrap.go:47] GET /apis/extensions/v1beta1?timeout=32s: (910.659µs) 200 [hyperkube/v1.15.10 (linux/amd64) kubernetes/059c666/system:serviceaccount:kube-system:resourcequota-controller 172.31.9.19:38476]
"
"I0506 15:59:55.682696       1 wrap.go:47] GET /apis/networking.k8s.io/v1?timeout=32s: (496.632µs) 200 [hyperkube/v1.15.10 (linux/amd64) kubernetes/059c666/system:serviceaccount:kube-system:resourcequota-controller 172.31.9.19:38476]
"
"I0506 15:59:55.683592       1 wrap.go:47] GET /apis/scheduling.k8s.io/v1beta1?timeout=32s: (403.926µs) 200 [hyperkube/v1.15.10 (linux/amd64) kubernetes/059c666/system:serviceaccount:kube-system:resourcequota-controller 172.31.9.19:38476]
"
"I0506 15:59:55.683754       1 wrap.go:47] GET /apis/apps/v1beta2?timeout=32s: (344.723µs) 200 [hyperkube/v1.15.10 (linux/amd64) kubernetes/059c666/system:serviceaccount:kube-system:resourcequota-controller 172.31.9.19:38476]
"
"I0506 15:59:55.684083       1 wrap.go:47] GET /apis/apps/v1beta1?timeout=32s: (504.833µs) 200 [hyperkube/v1.15.10 (linux/amd64) kubernetes/059c666/system:serviceaccount:kube-system:resourcequota-controller 172.31.9.19:38476]
"
"I0506 15:59:55.684257       1 wrap.go:47] GET /apis/apiregistration.k8s.io/v1beta1?timeout=32s: (291.919µs) 200 [hyperkube/v1.15.10 (linux/amd64) kubernetes/059c666/system:serviceaccount:kube-system:resourcequota-controller 172.31.9.19:38476]
"
"I0506 15:59:55.684879       1 wrap.go:47] GET /apis/coordination.k8s.io/v1beta1?timeout=32s: (288.818µs) 200 [hyperkube/v1.15.10 (linux/amd64) kubernetes/059c666/system:serviceaccount:kube-system:resourcequota-controller 172.31.9.19:38476]
"
"I0506 15:59:55.685722       1 wrap.go:47] POST /apis/authorization.k8s.io/v1beta1/subjectaccessreviews: (1.23908ms) 201 [metrics-server/v0.0.0 (linux/amd64) kubernetes/$Format 13.86.61.37:1059]
"
